"","film_id","year","length","budget","votes","genre","rating","high_rating","rate","log_votes","logodds.m2","odds.m2","probs.m2"
"104",14555,1996,94,14.7,226,"Drama",2.6,"0","Rating less than 7",5.42053499927229,-2.99728238094793,0.0499225546700996,0.0475487972403698
"105",35994,2002,15,14.4,5,"Animation",7.9,"1","Rating greater than 7",1.94591014905531,3.31798948603944,27.6047949039883,0.965040826079806
"106",47726,1943,112,16.82,187,"Drama",2.8,"0","Rating less than 7",5.23110861685459,-3.03176407247913,0.0482304809723175,0.0460113322859872
"107",29170,1966,92,10.8,42,"Comedy",7.9,"1","Rating greater than 7",3.73766961828337,-0.384180248278876,0.681008665476235,0.405119068962862
"108",26824,2001,93,16.82,59,"Action",8,"1","Rating greater than 7",4.07753744390572,-0.171552462873333,0.842356074440739,0.457216759630161
"109",15795,2001,91,14.7,17,"Action",3.8,"0","Rating less than 7",2.83321334405622,-1.21180108352775,0.297660684593003,0.229382525129334
"110",3850,1992,74,14.1,7,"Comedy",8.3,"1","Rating greater than 7",1.94591014905531,2.65326243874888,14.200290735788,0.934211784670304
"111",12770,2001,98,16.2,15,"Action",8.4,"1","Rating greater than 7",2.70805020110221,-0.850917828827615,0.427022818177019,0.299240357433477
"112",12006,1995,112,12,3942,"Action",2.9,"0","Rating less than 7",6.32076829425058,-4.11832459757777,0.0162717533524906,0.016011222686071
"113",7923,1941,72,9.4,5,"Drama",2,"0","Rating less than 7",1.94591014905531,-4.45600297588677,0.0116086708168387,0.0114754560253671
"114",41419,1935,75,14.6,11,"Action",3.5,"0","Rating less than 7",2.39789527279837,-0.192475955760889,0.82491415239828,0.452029018085145
"115",19222,2002,22,13,17,"Drama",8.1,"1","Rating greater than 7",2.83321334405622,0.897115888768483,2.45251956198099,0.710356456481244
"116",40371,1972,99,9.1,55,"Drama",2.8,"0","Rating less than 7",4.00733318523247,-6.43582593095626,0.00160308411866774,0.00160051835311423
"117",12613,1934,83,13.4,12,"Comedy",8.2,"1","Rating greater than 7",2.484906649788,1.66089034721319,5.26399554239494,0.840357485373039
"118",56144,1952,81,13.8,22,"Drama",3.3,"0","Rating less than 7",3.09104245335832,-2.62271066206592,0.0726057860937634,0.0676910259436326
"119",42430,1972,91,12.9,34,"Action",4.4,"0","Rating less than 7",3.52636052461616,-2.20909440306535,0.109800038083187,0.0989367762798337
"120",5365,1948,82,9,10,"Drama",4.2,"0","Rating less than 7",2.30258509299405,-5.3493301586778,0.00475133257261054,0.00472886416626591
"121",2650,2005,85,16.5,32,"Animation",3.8,"0","Rating less than 7",3.46573590279973,-0.220446756978742,0.802160347165076,0.445110418962958
"122",5694,1999,90,14.7,15,"Action",4.3,"0","Rating less than 7",2.70805020110221,-1.14463043901615,0.318341542668008,0.241471221504376
"123",21487,1944,112,7.2,21,"Drama",4.9,"0","Rating less than 7",3.04452243772342,-8.36174281356343,0.000233636793366446,0.000233582219965586
"124",21411,1995,101,16.82,3711,"Comedy",1.8,"0","Rating less than 7",6.32076829425058,2.34667605312581,10.4507741094423,0.912669659671707
"125",23339,1987,97,12.1,48,"Action",3.7,"0","Rating less than 7",3.87120101090789,-3.05535974548501,0.0471057716331602,0.0449866411868686
"126",54822,1953,67,11.7,23,"Action",3.7,"0","Rating less than 7",3.13549421592915,-1.261861147812,0.283126595394854,0.220653672374181
"127",36926,1940,15,9.1,6,"Documentary",8,"1","Rating greater than 7",1.94591014905531,5.94481416156478,381.768407461436,0.997387454187685
"128",47033,1941,64,9,20,"Drama",5.1,"0","Rating less than 7",2.99573227355399,-4.14025855746899,0.0159187350645187,0.0156692996349828
"129",5201,1989,102,13.1,5,"Drama",5.5,"0","Rating less than 7",1.94591014905531,-4.42113048774083,0.0120206354196483,0.0118778560425932
"130",44340,1985,112,11.5,37,"Drama",2.1,"0","Rating less than 7",3.61091791264422,-5.97931988355693,0.00253054677356977,0.0025241592704719
"131",48431,1999,73,12.3,54,"Documentary",7.9,"1","Rating greater than 7",3.98898404656427,3.82188268129212,45.6901473832445,0.978582205110818
"132",27033,1978,37,14.7,36,"Short",7.5,"1","Rating greater than 7",3.58351893845611,5.84345589643227,344.969461744967,0.997109571477909
"133",23834,1981,83,12.3,8,"Action",4.3,"0","Rating less than 7",2.07944154167984,-2.00416035348508,0.134773410224949,0.118766803143751
"134",52096,2003,104,7.2,106,"Documentary",4.6,"0","Rating less than 7",4.66343909411207,-1.08607170392406,0.33753984920395,0.252358723670805
"135",52166,1987,98,11.7,9,"Action",5.1,"0","Rating less than 7",2.19722457733622,-3.34415112767163,0.0352901592861267,0.0340872160037343
"136",51555,1932,79,9.6,13,"Comedy",8.2,"1","Rating greater than 7",2.56494935746154,-0.175824082653136,0.838765523764815,0.456156868792857
"137",7756,1996,107,11.4,164,"Comedy",4.4,"0","Rating less than 7",5.0998664278242,-1.05930880944035,0.346695360093223,0.257441564266787
"138",27524,2000,15,12.8,18,"Short",7.6,"1","Rating greater than 7",2.89037175789616,6.26851157173113,527.691362317998,0.998108537284181
"139",38235,2000,86,10.7,12,"Action",2.7,"0","Rating less than 7",2.484906649788,-3.09215523771998,0.0454039924796936,0.0434320060056357
"140",35114,1999,112,9.5,2348,"Drama",4.2,"0","Rating less than 7",6.32076829425058,-7.08742357193205,0.000835547322386416,0.000834849765899923
"141",44558,1942,43,8.9,213,"Animation",8.6,"1","Rating greater than 7",5.36129216570943,-1.61007370331695,0.199872882237868,0.166578381090743
"142",27435,1983,112,7.2,32,"Comedy",5.2,"0","Rating less than 7",3.46573590279973,-3.7221797775861,0.0241812007169542,0.0236102758965179
"143",38222,2001,97,9,11,"Action",4.2,"0","Rating less than 7",2.39789527279837,-4.77292046246644,0.00845564965782403,0.00838475113971853
"144",46467,1939,77,11.4,8,"Comedy",7,"1","Rating greater than 7",2.07944154167984,0.955810525907674,2.6007777265844,0.722282219028117
"145",42220,1999,93,10.1,50,"Comedy",7.4,"1","Rating greater than 7",3.91202300542815,-0.839187183721768,0.432061567417814,0.301706000110648
"146",45472,1992,90,11.4,85,"Drama",4.7,"0","Rating less than 7",4.44265125649032,-4.55697088872047,0.0104937977300695,0.0103848215136424
"147",58781,2001,15,9.9,7,"Animation",2.4,"0","Rating less than 7",1.94591014905531,0.824756187195429,2.28132448139754,0.695245012899763
"148",11658,1999,99,9.9,152,"Action",3.7,"0","Rating less than 7",5.02388052084628,-4.40861509172084,0.0121720237990411,0.0120256473334989
"149",49875,1957,112,9.3,291,"Drama",2.6,"0","Rating less than 7",5.67332326717149,-7.19823394076956,0.00074790548810816,0.000747346543526737
"150",30457,1954,76,9.3,18,"Action",4.2,"0","Rating less than 7",2.89037175789616,-3.19612137446655,0.040920612308225,0.0393119435088179
"151",38465,2001,96,12.3,46,"Action",4.8,"0","Rating less than 7",3.8286413964891,-2.87737873213589,0.0562821001048732,0.0532832091912617
"152",19625,1955,67,11.6,7,"Drama",5,"0","Rating less than 7",1.94591014905531,-2.90123569611614,0.0549552700685005,0.052092512002838
"153",21604,1957,17,9.1,25,"Comedy",7.5,"1","Rating greater than 7",3.2188758248682,3.71172995497234,40.9245429404944,0.976147623089908
"154",4304,1948,15,12,7,"Animation",8.1,"1","Rating greater than 7",1.94591014905531,1.9882650599893,7.30285275366121,0.879559468333454
"155",1899,1942,15,7.2,9,"Animation",7.5,"1","Rating greater than 7",2.19722457733622,-0.67118379211098,0.511103179612528,0.338231820638206
"156",25284,1991,112,12.2,1246,"Drama",5,"0","Rating less than 7",6.32076829425058,-5.59148359262564,0.00372949071334552,0.00371563329348328
"157",15847,1999,25,12.9,19,"Comedy",7.9,"1","Rating greater than 7",2.94443897916644,5.27976180679225,196.323106951463,0.994932169802871
"158",21793,2002,105,15,384,"Drama",2.7,"0","Rating less than 7",5.95064255258773,-3.56994391731927,0.0281574327803324,0.0273863047453632
"159",54159,1988,112,7.2,5228,"Drama",4.8,"0","Rating less than 7",6.32076829425058,-8.36174281356343,0.000233636793366446,0.000233582219965586
"160",15219,2004,112,10.8,76,"Drama",4.3,"0","Rating less than 7",4.33073334028633,-6.36715617448822,0.001717035237629,0.00171409208112516
"161",56461,2004,73,16.82,31,"Action",8.3,"1","Rating greater than 7",3.43398720448515,1.17186042735868,3.22799250120648,0.763481132070446
"162",14651,1978,108,11.1,50,"Drama",4.9,"0","Rating less than 7",3.91202300542815,-5.93225804318555,0.00265248579401881,0.00264546872580509
"163",58084,1982,112,11.8,543,"Drama",4.4,"0","Rating less than 7",6.29710931993394,-5.81310433030066,0.00298813948731148,0.00297923711125727
"164",40245,2003,15,7.2,8,"Drama",5.4,"0","Rating less than 7",2.07944154167984,-1.84619029593815,0.157837335893151,0.136320820723402
"165",33387,1934,15,9.4,9,"Animation",8,"1","Rating greater than 7",2.19722457733622,0.547730265101649,1.72932345422593,0.633608835020394
"166",19066,1999,103,8.7,397,"Comedy",4.4,"0","Rating less than 7",5.98393628068719,-2.28656621070036,0.10161478724275,0.0922416696103758
"167",2580,1998,86,10.1,73,"Action",3.6,"0","Rating less than 7",4.29045944114839,-3.42458634423251,0.0325627479720676,0.0315358539091404
"168",53379,1996,108,11.8,1030,"Comedy",3.4,"0","Rating less than 7",6.32076829425058,-0.90485871627693,0.404599044324423,0.288053053972442
"169",36720,1958,86,11.3,22,"Drama",4.3,"0","Rating less than 7",3.09104245335832,-4.34369349509282,0.012988466662661,0.0128219294593275
"170",24959,1992,112,14.2,18,"Action",4.9,"0","Rating less than 7",2.89037175789616,-2.89941054036514,0.055055663584746,0.0521827098654532
"171",51001,1998,15,12.5,21,"Short",7.3,"1","Rating greater than 7",3.04452243772342,6.10229601847486,446.882643874132,0.997767272267239
"172",26798,1975,100,12.4,33,"Action",4.4,"0","Rating less than 7",3.49650756146648,-3.09065612576354,0.0454721091922224,0.0434943302575103
"173",47555,1962,87,10.5,12,"Action",4.1,"0","Rating less than 7",2.484906649788,-3.27013625106909,0.0380012490116194,0.0366100224328285
"174",23768,1972,84,12.6,7,"Comedy",7.7,"1","Rating greater than 7",1.94591014905531,1.15047822735154,3.15970360511976,0.75959825628701
"175",44016,1953,88,16.82,23,"Action",8,"1","Rating greater than 7",3.13549421592915,0.164300759684672,1.17856872775245,0.540983037504783
"176",45542,2002,104,7.7,9481,"Comedy",4.1,"0","Rating less than 7",6.32076829425058,-2.90778869939952,0.0545963253706725,0.0517698801496229
"177",10577,1967,107,12.3,17,"Action",3.6,"0","Rating less than 7",2.83321334405622,-3.6162558217635,0.0268831435730355,0.0261793600774239
"178",5524,1930,17,15.4,14,"Comedy",7.9,"1","Rating greater than 7",2.63905732961526,7.20225657335396,1342.45670100675,0.999255651485269
"179",21861,1921,112,10.6,31,"Drama",5,"0","Rating less than 7",3.43398720448515,-6.47796654332574,0.00153693279015013,0.00153457425266229
"180",50039,1996,86,10.2,217,"Comedy",7.5,"1","Rating greater than 7",5.37989735354046,-0.313587487721807,0.730820438391431,0.422239316211583
"181",29507,1989,78,11.9,926,"Comedy",8.1,"1","Rating greater than 7",6.32076829425058,1.16566580348985,3.20805810858802,0.762360696027665
"182",53141,1965,25,14.6,12,"Drama",8.1,"1","Rating greater than 7",2.484906649788,1.58208690593377,4.8650982267807,0.829499871726975
"183",29930,1951,91,10.1,42,"Drama",4.7,"0","Rating less than 7",3.73766961828337,-5.3444089306759,0.00477477259304892,0.00475208247986416
"184",7468,1951,96,16,63,"Drama",3.7,"0","Rating less than 7",4.14313472639153,-2.4113562725273,0.0896935631248566,0.0823108130212747
"185",41001,2004,15,7.2,5,"Animation",8,"1","Rating greater than 7",1.94591014905531,-0.67118379211098,0.511103179612528,0.338231820638206
"186",58046,1993,90,10.5,544,"Action",3.7,"0","Rating less than 7",6.29894924685594,-3.47164818460389,0.0310657862918971,0.0301297809557055
"187",46323,1998,90,12.1,28,"Comedy",8,"1","Rating greater than 7",3.3322045101752,0.470428438188153,1.60067983869842,0.615485156950163
"188",17021,1979,104,7.3,12,"Drama",4.8,"0","Rating less than 7",2.484906649788,-7.76897247305187,0.000422647325283772,0.000422468769988121
"189",49114,1991,108,10.9,210,"Action",5.4,"0","Rating less than 7",5.34710753071747,-4.45909904813769,0.0115727851142823,0.0114403879627652
"190",54651,1967,79,8.3,17,"Action",4.4,"0","Rating less than 7",2.83321334405622,-3.95168515218891,0.019222281996346,0.0188597544773996
"191",31823,1981,112,16.82,69,"Drama",4.4,"0","Rating less than 7",4.23410650459726,-3.03176407247913,0.0482304809723175,0.0460113322859872
"192",44801,1984,112,14.1,9,"Action",3.1,"0","Rating less than 7",2.19722457733622,-2.9548157247839,0.0520882582666786,0.0495093998601356
"193",5917,1938,66,11.9,6,"Action",3.6,"0","Rating less than 7",1.94591014905531,-1.08388013446289,0.338280402419895,0.25277243977287
"194",3259,1910,16,11.3,5,"Drama",7.3,"1","Rating greater than 7",1.94591014905531,0.358251620719238,1.43082560055549,0.588617134947287
"195",1793,1990,87,11.8,126,"Comedy",4.2,"0","Rating less than 7",4.83628190695148,0.505724818466688,1.65818696952875,0.623803738614638
"196",5911,1995,93,12,166,"Romance",4.3,"0","Rating less than 7",5.11198778835654,-5.20388857380094,0.00549515450687636,0.00546512281262195
"197",23785,1970,90,11,42,"Action",4,"0","Rating less than 7",3.73766961828337,-3.19462226251011,0.0409820028915828,0.0393685988592936
